,code,name,income_2015,profit_2015,roe_2015(%),income_2016,profit_2016,roe_2016(%),income_2017,profit_2017,roe_2017(%)
229,603063,禾望电气,9.52亿,3.32亿,33.42,8.08亿,2.62亿,20.41,8.78亿,2.33亿,12.74
230,002889,东方嘉盛,44.05亿,8183万,12.13,68.87亿,9057万,12.49,101亿,1.18亿,11.85
231,300678,中科信息,2.69亿,4058万,14.19,2.44亿,3876万,12.2,2.91亿,4254万,10.24
232,300677,英科医疗,9.98亿,6422万,23.18,11.83亿,8605万,17.51,17.50亿,1.45亿,18.88
233,002888,惠威科技,2.45亿,3341万,16.52,2.43亿,3704万,15.67,2.64亿,3361万,10.28
234,603707,健友股份,4.69亿,8755万,8.24,5.82亿,2.57亿,21.37,11.13亿,3.14亿,19.07
235,002887,绿茵生态,5.87亿,1.17亿,24.89,6.85亿,1.72亿,27.19,6.96亿,1.78亿,16.11
236,002884,凌霄泵业,7.65亿,1.14亿,21.18,8.15亿,1.50亿,25.66,9.84亿,1.88亿,22.79
237,300675,建科院,2.81亿,2333万,9.2,3.46亿,3154万,11.51,3.82亿,3399万,11.33
238,603387,基蛋生物,2.76亿,1.05亿,49.9,3.69亿,1.38亿,43.15,4.89亿,1.94亿,28.7
239,603595,东尼电子,2.92亿,5659万,40.52,3.32亿,6344万,28.83,7.26亿,1.73亿,37.32
240,603757,大元泵业,6.37亿,6475万,30.88,7.67亿,1.23亿,43.49,11.23亿,1.79亿,31.65
241,603305,旭升股份,3.51亿,8050万,31.98,5.69亿,2.04亿,48.92,7.39亿,2.22亿,28.05
242,603730,岱美股份,23.25亿,3.17亿,29.34,27.43亿,4.45亿,33.02,32.47亿,5.82亿,26.81
243,603331,百达精工,4.76亿,3567万,12.67,5.49亿,5556万,16.96,7.28亿,6290万,12.17
244,001965,招商公路,45.85亿,32.81亿,13.01,50.53亿,29.39亿,10.76,53.41亿,33.68亿,8.64
245,603933,睿能科技,12.66亿,4844万,17.74,15.59亿,9342万,27.24,19.09亿,1.41亿,20.91
246,300671,富满电子,2.73亿,2771万,12.85,3.30亿,3846万,15.42,4.40亿,5883万,15.3
247,300670,大烨智能,2.75亿,5015万,32.99,3.14亿,5439万,24.69,3.40亿,5492万,13.38
248,002885,京泉华,7.57亿,4648万,17.08,8.99亿,6002万,18.77,11.40亿,5824万,11.52
249,603801,志邦股份,11.88亿,1.32亿,28.25,15.70亿,1.78亿,30.49,21.57亿,2.34亿,20.01
250,603617,君禾股份,4.35亿,3379万,19.96,4.93亿,5517万,26.27,5.78亿,5628万,16.85
251,002886,沃特股份,5.85亿,6323万,26.06,6.31亿,5516万,16.77,7.65亿,4036万,8.21
252,300669,沪宁股份,2.50亿,2398万,19.11,2.54亿,4357万,21.83,2.59亿,3863万,11.79
253,603679,华体科技,3.71亿,4256万,20.73,4.08亿,4807万,19.79,4.80亿,5288万,13.6
254,603938,三孚股份,8.00亿,8365万,17.84,7.92亿,8107万,15.15,10.74亿,1.43亿,19.05
255,603043,广州酒家,17.37亿,2.35亿,30.46,19.36亿,2.67亿,30.66,21.89亿,3.40亿,26.35
256,002883,中设股份,1.50亿,2413万,23.64,1.92亿,4051万,30.14,2.32亿,4909万,18.38
257,603929,亚翔集成,11.07亿,7948万,15.61,21.41亿,1.65亿,27.1,17.81亿,1.28亿,13.69
258,300667,必创科技,9409万,2425万,20.69,1.31亿,3226万,22.17,1.73亿,4287万,16.46
259,002882,金龙羽,16.78亿,9556万,14.74,17.92亿,1.18亿,16.27,23.66亿,1.90亿,17.76
260,300668,杰恩设计,1.48亿,3309万,47.27,1.83亿,4083万,37.18,2.50亿,6225万,24.19
261,300666,江丰电子,2.91亿,2384万,10.71,4.43亿,5494万,20.96,5.50亿,6403万,14.98
262,603226,菲林格尔,7.10亿,6723万,27.05,6.95亿,7018万,22.02,7.96亿,8007万,15.21
263,603380,易德龙,6.02亿,6527万,45.67,6.88亿,8100万,42.53,8.63亿,9559万,21.12
264,002880,卫光生物,5.01亿,1.25亿,35.92,5.66亿,1.53亿,34.3,6.23亿,1.55亿,18.54
265,002881,美格智能,3.89亿,3185万,19.75,4.80亿,4671万,22.81,6.42亿,5629万,15.61
266,300665,飞鹿股份,2.10亿,3227万,17.79,2.56亿,3665万,15.84,2.84亿,3065万,9.0
267,603980,吉华集团,29.16亿,6.68亿,40.97,21.60亿,3.82亿,19.11,24.56亿,3.97亿,13.22
268,603496,恒为科技,2.10亿,5133万,26.27,2.48亿,6202万,25.37,3.12亿,7524万,16.3
269,603879,永悦科技,5.49亿,4170万,19.25,5.36亿,4731万,19.49,5.59亿,4392万,11.26
270,603536,惠发股份,8.37亿,4258万,11.87,8.90亿,4212万,10.81,9.39亿,6038万,11.52
271,002879,长缆科技,5.26亿,1.09亿,19.46,5.47亿,1.15亿,17.42,6.17亿,1.21亿,11.92
272,300661,圣邦股份,3.94亿,7036万,35.37,4.52亿,8069万,34.5,5.32亿,9387万,17.25
273,002878,元隆雅图,5.54亿,4166万,22.42,7.07亿,5025万,23.28,8.19亿,7145万,18.22
274,300662,科锐国际,7.32亿,6583万,30.01,8.68亿,6155万,21.83,11.35亿,7434万,16.2
275,603200,上海洗霸,2.44亿,4233万,14.54,2.96亿,5927万,17.34,3.01亿,5751万,10.18
276,601878,浙商证券,61.89亿,18.34亿,24.46,45.95亿,12.41亿,13.82,46.11亿,10.64亿,9.22
277,603286,日盈电子,2.37亿,2974万,13.11,2.76亿,3107万,13.38,3.18亿,3374万,10.06
278,002877,智能自控,2.55亿,4269万,16.12,2.74亿,4574万,15.27,3.07亿,4765万,10.14
279,002876,三利谱,6.67亿,8071万,23.75,8.00亿,7282万,17.59,8.18亿,8220万,11.87
280,603580,艾艾精工,1.47亿,2982万,17.66,1.49亿,3107万,15.57,1.55亿,2866万,9.36
281,300660,江苏雷利,14.56亿,1.32亿,27.99,16.17亿,2.31亿,38.6,20.23亿,2.18亿,15.42
282,603042,华脉科技,8.76亿,4749万,13.49,9.98亿,8395万,20.1,11.55亿,7355万,10.56
283,002875,安奈儿,8.40亿,7091万,27.54,9.20亿,7912万,24.35,10.31亿,6887万,11.38
284,603326,我乐家居,5.79亿,5645万,26.8,6.76亿,6874万,25.32,9.15亿,8377万,16.03
285,300658,延江股份,4.65亿,6397万,41.27,5.99亿,8942万,42.7,7.38亿,9013万,17.08
286,603383,顶点软件,1.95亿,8388万,27.97,2.05亿,7048万,16.14,2.44亿,1.02亿,13.86
287,603316,诚邦股份,3.98亿,3147万,9.03,6.31亿,6068万,15.38,7.43亿,6849万,11.18
288,300659,中孚信息,2.08亿,4903万,40.92,2.16亿,4835万,35.19,2.81亿,4862万,16.56
289,603196,日播时尚,8.98亿,7512万,17.47,9.49亿,7562万,16.49,10.73亿,8364万,11.32
290,300656,民德电子,1.26亿,4553万,59.56,1.22亿,4631万,32.32,1.23亿,4046万,13.03
291,002873,新天药业,5.22亿,4201万,20.21,6.33亿,5707万,22.74,6.82亿,6612万,13.98
292,603855,华荣股份,13.17亿,1.30亿,18.09,12.00亿,1.13亿,14.92,14.79亿,1.26亿,11.06
293,300655,晶瑞股份,3.19亿,2841万,11.48,4.40亿,3390万,12.23,5.35亿,3618万,9.63
294,002872,天圣制药,18.43亿,1.92亿,12.93,20.87亿,2.24亿,13.26,22.61亿,2.49亿,9.98
295,300657,弘信电子,9.37亿,3489万,8.26,10.48亿,4537万,10.04,14.78亿,7228万,12.85
296,603197,保隆科技,13.88亿,6801万,14.71,16.79亿,1.32亿,24.25,20.81亿,1.74亿,17.18
297,002439,启明星辰,15.34亿,2.44亿,15.34,19.27亿,2.65亿,12.69,22.79亿,4.52亿,15.58
298,601888,中国国旅,213亿,15.06亿,14.15,224亿,18.08亿,15.26,283亿,25.31亿,19.12
299,002143,印纪传媒,18.82亿,5.74亿,43.25,25.06亿,7.31亿,37.72,21.88亿,7.69亿,29.51
300,000681,视觉中国,5.43亿,1.58亿,19.26,7.35亿,2.15亿,9.81,8.15亿,2.91亿,11.95
301,600690,青岛海尔,898亿,43.04亿,16.22,1191亿,50.42亿,20.38,1593亿,69.26亿,23.59
302,600781,辅仁药业,4.62亿,2777万,16.45,50.13亿,3.49亿,16.35,58.00亿,3.92亿,15.54
303,600004,白云机场,56.33亿,12.53亿,13.97,61.67亿,13.94亿,13.53,67.62亿,15.96亿,12.24
304,600988,赤峰黄金,15.91亿,2.31亿,15.63,21.12亿,3.21亿,13.94,25.87亿,2.74亿,10.51
305,600297,广汇汽车,937亿,19.88亿,11.41,1354亿,28.03亿,11.89,1607亿,38.84亿,15.05
306,600236,桂冠电力,103亿,25.69亿,29.99,85.65亿,25.95亿,20.18,87.75亿,25.11亿,17.98
307,600053,九鼎投资,11.24亿,2.87亿,28.57,16.44亿,6.43亿,43.15,7.56亿,3.24亿,17.2
308,000065,北方国际,81.05亿,3.00亿,14.67,87.62亿,4.61亿,16.79,97.30亿,4.99亿,14.6
309,600900,长江电力,474亿,182亿,15.56,489亿,208亿,16.88,501亿,223亿,16.91
310,601166,兴业银行,1543亿,502亿,18.89,1571亿,539亿,17.28,1400亿,572亿,15.35
311,603919,金徽酒,11.82亿,1.66亿,24.09,12.77亿,2.22亿,16.28,13.33亿,2.53亿,14.58
312,603778,乾景园林,6.08亿,9333万,18.99,5.31亿,8018万,8.84,5.49亿,8966万,9.0
313,603567,珍宝岛,20.73亿,5.85亿,18.01,23.92亿,5.10亿,12.27,31.41亿,5.21亿,11.61
314,600388,龙净环保,73.91亿,5.60亿,16.75,80.24亿,6.64亿,17.4,81.13亿,7.24亿,16.92
315,600015,华夏银行,588亿,189亿,17.18,640亿,197亿,15.75,664亿,198亿,13.54
316,601799,星宇股份,24.68亿,2.93亿,14.39,33.47亿,3.50亿,13.14,42.55亿,4.70亿,12.09
317,002303,美盈森,20.16亿,2.20亿,9.5,22.19亿,2.23亿,8.26,28.57亿,3.48亿,8.45
318,002247,帝龙文化,8.95亿,8580万,8.4,16.50亿,3.79亿,12.48,30.63亿,5.49亿,11.39
319,002221,东华能源,172亿,4.11亿,13.44,200亿,4.70亿,11.16,327亿,10.63亿,14.93
320,002304,洋河股份,161亿,53.65亿,25.37,172亿,58.27亿,24.01,199亿,66.27亿,24.08
321,002183,怡亚通,399亿,4.92亿,11.44,583亿,5.19亿,9.99,685亿,5.95亿,10.38
322,002094,青岛金王,14.77亿,9057万,13.34,23.71亿,1.85亿,14.41,46.77亿,4.03亿,19.0
323,002071,长城影视,9.93亿,2.32亿,22.28,13.56亿,2.56亿,54.28,12.45亿,1.70亿,18.7
324,002203,海亮股份,136亿,4.57亿,12.52,180亿,5.51亿,13.61,299亿,7.05亿,13.57
325,000596,古井贡酒,52.53亿,7.16亿,15.91,60.17亿,8.30亿,15.88,69.68亿,11.49亿,19.09
326,000537,广宇发展,14.44亿,1.42亿,12.63,91.83亿,5.78亿,9.28,216亿,21.72亿,27.56
327,000876,新希望,615亿,22.11亿,11.98,609亿,24.69亿,12.19,626亿,22.80亿,10.81
328,002027,分众传媒,86.27亿,33.89亿,73.2,102亿,44.51亿,70.73,120亿,60.05亿,67.65
329,600981,汇鸿集团,391亿,7.63亿,11.44,359亿,6.70亿,8.44,368亿,7.37亿,8.72
330,600708,光明地产,124亿,5.10亿,8.8,208亿,10.11亿,12.06,208亿,19.47亿,20.11
331,600093,易见股份,52.71亿,3.35亿,11.05,162亿,6.03亿,10.22,160亿,8.16亿,12.66
332,600797,浙大网新,54.35亿,2.21亿,10.13,40.80亿,2.45亿,10.98,32.53亿,3.03亿,10.38
333,600629,华建集团,42.68亿,1.47亿,22.44,45.51亿,2.41亿,27.71,52.90亿,2.56亿,12.48
334,600285,羚锐制药,10.85亿,1.32亿,8.07,14.39亿,3.46亿,16.74,18.49亿,2.17亿,10.18
335,600233,圆通速递,121亿,7.17亿,25.1,168亿,13.72亿,27.81,200亿,14.43亿,16.56
336,002038,双鹭药业,11.57亿,5.75亿,17.04,10.10亿,4.52亿,12.06,12.42亿,5.34亿,13.03
337,600979,广安爱众,17.01亿,1.55亿,10.51,18.87亿,2.14亿,9.27,20.67亿,2.78亿,8.22
338,600612,老凤祥,357亿,11.17亿,26.09,350亿,10.57亿,21.83,398亿,11.36亿,21.13
339,000587,金洲慈航,99.23亿,2.98亿,12.16,106亿,10.37亿,12.83,117亿,10.22亿,11.41
340,000848,承德露露,27.06亿,4.63亿,31.16,25.21亿,4.50亿,24.83,21.12亿,4.14亿,21.52
341,000915,山大华特,12.33亿,1.52亿,14.75,15.45亿,1.98亿,16.62,17.67亿,2.43亿,17.5
342,600213,亚星客车,20.15亿,2020万,36.41,33.96亿,6231万,63.82,23.87亿,4282万,28.17
343,000030,富奥股份,43.32亿,5.03亿,11.19,58.57亿,6.77亿,13.73,71.93亿,8.32亿,15.22
344,000018,神州长城,40.10亿,3.47亿,34.52,46.65亿,4.74亿,31.18,64.97亿,3.80亿,19.35
345,600809,山西汾酒,41.29亿,5.21亿,12.52,44.05亿,6.05亿,13.24,60.37亿,9.44亿,19.04
346,603058,永吉股份,3.29亿,9125万,17.87,3.28亿,9374万,16.71,3.35亿,9382万,11.46
347,600996,贵广网络,21.03亿,4.15亿,28.11,22.89亿,4.43亿,23.82,25.73亿,4.42亿,10.96
348,300653,正海生物,1.28亿,4249万,33.8,1.51亿,4547万,22.49,1.83亿,6167万,16.63
349,002839,张家港行,24.06亿,6.73亿,9.92,24.39亿,6.89亿,9.68,24.14亿,7.63亿,9.43
350,603323,吴江银行,23.68亿,6.04亿,9.74,23.06亿,6.50亿,9.48,27.26亿,7.31亿,9.06
351,603808,歌力思,8.35亿,1.60亿,13.07,11.32亿,1.98亿,12.29,20.53亿,3.02亿,15.82
352,600977,中国电影,72.97亿,8.68亿,20.1,78.41亿,9.17亿,13.87,89.88亿,9.65亿,9.55
353,603319,湘油泵,4.65亿,3892万,11.29,5.57亿,5632万,14.01,8.14亿,1.11亿,17.1
354,603589,口子窖,25.84亿,6.05亿,20.55,28.30亿,7.83亿,19.81,36.03亿,11.14亿,24.0
355,002762,金发拉比,3.64亿,6876万,11.23,3.85亿,7276万,8.44,4.30亿,9157万,9.92
356,002737,葵花药业,30.35亿,3.07亿,13.12,33.64亿,3.03亿,11.86,38.55亿,4.24亿,15.03
357,002802,洪汇新材,2.93亿,4537万,17.54,3.15亿,5262万,12.57,3.89亿,7212万,12.49
358,002701,奥瑞金,66.62亿,10.17亿,25.51,75.99亿,11.54亿,24.55,73.42亿,7.04亿,13.04
359,601368,绿城水务,11.30亿,2.37亿,11.59,11.95亿,2.90亿,10.81,12.44亿,3.49亿,11.95
360,002712,思美传媒,24.94亿,8833万,10.08,38.22亿,1.42亿,11.03,41.87亿,2.31亿,10.34
361,002142,宁波银行,195亿,65.44亿,17.68,236亿,78.10亿,17.74,253亿,93.34亿,19.02
362,000998,隆平高科,20.26亿,4.91亿,23.01,22.99亿,5.01亿,9.49,31.90亿,7.72亿,13.1
363,002581,未名医药,8.58亿,2.50亿,20.71,12.65亿,4.18亿,18.21,11.62亿,3.88亿,14.27
364,002516,旷达科技,18.60亿,2.51亿,12.55,23.02亿,3.01亿,12.07,23.17亿,3.85亿,10.1
365,002532,新界泵业,11.46亿,1.18亿,10.28,13.18亿,1.17亿,9.36,15.07亿,1.30亿,9.56
366,002447,晨鑫科技,5.79亿,2.49亿,11.14,7.82亿,2.96亿,11.78,3.92亿,2.71亿,9.78
367,002343,慈文传媒,8.56亿,1.99亿,21.55,18.26亿,2.90亿,23.26,16.66亿,4.08亿,25.31
368,002462,嘉事堂,82.00亿,1.73亿,12.73,110亿,2.23亿,11.94,142亿,2.64亿,12.59
369,002444,巨星科技,31.76亿,4.80亿,12.0,36.03亿,6.22亿,11.92,42.81亿,5.50亿,9.49
370,002373,千方科技,15.42亿,2.93亿,23.99,23.45亿,3.36亿,10.83,25.04亿,3.65亿,10.74
371,300187,永清环保,7.73亿,1.13亿,10.39,15.36亿,1.42亿,10.17,12.29亿,1.44亿,9.28
372,002440,闰土股份,45.22亿,7.34亿,12.6,43.53亿,6.60亿,10.76,60.57亿,9.35亿,14.07
373,002311,海大集团,256亿,7.80亿,16.72,272亿,8.56亿,16.17,326亿,12.07亿,20.01
374,002166,莱茵生物,5.14亿,7530万,12.56,5.71亿,6966万,8.54,8.01亿,2.06亿,21.71
375,002127,南极电商,3.89亿,1.72亿,43.88,5.21亿,3.01亿,21.76,9.86亿,5.34亿,27.26
376,002081,金螳螂,187亿,16.02亿,20.29,196亿,16.83亿,18.11,210亿,19.18亿,17.88
377,002098,浔兴股份,10.41亿,7197万,10.1,11.75亿,1.18亿,10.94,18.60亿,1.19亿,10.15
378,601669,中国电建,2109亿,52.36亿,10.8,2390亿,67.72亿,12.3,2668亿,73.67亿,10.66
379,601199,江南水务,8.56亿,2.70亿,12.9,11.07亿,3.26亿,13.65,11.01亿,2.45亿,9.33
380,002275,桂林三金,13.91亿,3.77亿,16.05,15.25亿,3.94亿,16.33,16.16亿,4.64亿,18.43
381,000651,格力电器,1006亿,125亿,27.24,1101亿,155亿,30.44,1500亿,224亿,37.44
382,002047,宝鹰股份,68.54亿,3.35亿,14.9,68.16亿,3.40亿,12.99,71.64亿,3.67亿,12.32
383,000820,神雾节能,6.55亿,1.71亿,63.74,8.65亿,3.33亿,62.66,13.17亿,3.48亿,38.42
384,600897,厦门空港,14.24亿,3.70亿,12.73,15.11亿,3.99亿,12.62,16.60亿,4.11亿,12.16
385,600180,瑞茂通,94.05亿,4.11亿,13.12,212亿,5.31亿,12.09,375亿,7.15亿,14.35
386,603776,永安行,6.20亿,9336万,24.21,7.74亿,1.16亿,23.86,10.55亿,5.16亿,52.0
387,002871,伟隆股份,2.69亿,3986万,15.18,2.73亿,5244万,17.83,2.86亿,6072万,13.88
388,603180,金牌厨柜,7.84亿,4734万,26.33,10.99亿,9623万,39.53,14.42亿,1.67亿,27.78
389,300581,晨曦航空,2.00亿,5037万,26.4,2.04亿,5244万,26.35,1.78亿,4852万,9.02
390,300587,天铁股份,2.89亿,6667万,18.2,2.90亿,7053万,15.83,3.18亿,7116万,8.75
391,300633,开立医疗,6.86亿,1.06亿,21.24,7.19亿,1.30亿,20.52,9.89亿,1.90亿,20.26
392,603035,常熟汽饰,10.21亿,2.23亿,18.5,14.37亿,2.26亿,16.99,13.39亿,2.28亿,10.52
393,601858,中国科传,16.03亿,2.52亿,14.03,17.98亿,2.80亿,13.83,20.11亿,3.71亿,12.37
394,603603,博天环境,19.91亿,1.24亿,18.02,25.19亿,1.44亿,17.42,30.46亿,2.02亿,17.09
395,601611,中国核建,410亿,7.98亿,15.79,415亿,7.99亿,10.72,455亿,8.53亿,9.51
396,603159,上海亚虹,4.48亿,3823万,20.02,4.71亿,4146万,15.14,5.74亿,4490万,11.64
397,601985,中国核电,262亿,37.81亿,12.7,300亿,44.89亿,11.5,336亿,44.98亿,10.69
398,603798,康普顿,7.11亿,8347万,28.17,8.21亿,1.13亿,17.76,8.96亿,1.20亿,14.85
399,603726,朗迪集团,7.24亿,6139万,14.85,7.76亿,6716万,10.61,13.08亿,1.13亿,14.52
400,002705,新宝股份,63.08亿,2.84亿,12.51,69.85亿,4.31亿,17.2,82.22亿,4.08亿,11.92
401,300387,富邦股份,3.92亿,6642万,11.17,4.97亿,8531万,12.6,5.30亿,6856万,9.16
402,300347,泰格医药,9.57亿,1.56亿,17.23,11.75亿,1.41亿,9.34,16.87亿,3.01亿,13.89
403,002653,海思科,12.12亿,3.72亿,17.25,14.36亿,4.43亿,20.84,18.56亿,2.38亿,11.2
404,601928,凤凰传媒,100亿,11.24亿,10.69,105亿,11.70亿,10.47,111亿,11.66亿,9.69
405,300199,翰宇药业,7.68亿,3.05亿,12.73,8.55亿,2.92亿,9.85,12.46亿,3.30亿,8.96
406,002573,清新环境,22.68亿,5.07亿,19.52,33.94亿,7.44亿,23.26,40.94亿,6.52亿,16.74
407,300203,聚光科技,18.33亿,2.47亿,11.18,23.49亿,4.02亿,15.87,27.99亿,4.49亿,15.25
408,300136,信维通信,13.00亿,2.21亿,22.65,24.13亿,5.32亿,32.03,34.35亿,8.89亿,37.66
409,002293,罗莱生活,29.16亿,4.10亿,16.63,31.52亿,3.17亿,12.05,46.62亿,4.28亿,14.79
410,002270,华明装备,6.03亿,2.03亿,32.94,10.37亿,2.37亿,13.39,18.09亿,3.06亿,15.14
411,002121,科陆电子,22.61亿,1.96亿,9.82,31.62亿,2.72亿,11.01,43.76亿,4.59亿,10.96
412,002287,奇正藏药,9.95亿,2.65亿,17.01,9.68亿,2.90亿,17.47,10.53亿,3.01亿,16.78
413,002091,江苏国泰,277亿,4.22亿,17.74,297亿,5.41亿,19.17,345亿,7.74亿,11.88
414,000650,仁和药业,25.24亿,3.91亿,17.7,35.67亿,3.72亿,14.56,38.44亿,3.80亿,13.2
415,000627,天茂集团,10.85亿,2.47亿,15.73,170亿,17.79亿,15.02,534亿,13.26亿,9.13
416,000617,中油资本,308亿,60.17亿,11.39,288亿,55.35亿,10.72,293亿,68.43亿,9.97
417,000540,中天金融,154亿,26.07亿,32.18,196亿,29.39亿,21.9,173亿,20.82亿,13.5
418,600694,大商股份,308亿,6.62亿,10.66,281亿,7.03亿,10.53,267亿,8.77亿,12.05
419,600674,川投能源,11.17亿,38.73亿,22.66,10.01亿,35.16亿,18.16,8.00亿,32.65亿,15.34
420,600522,中天科技,165亿,9.88亿,11.13,211亿,15.88亿,14.31,271亿,17.88亿,10.78
421,002035,华帝股份,37.20亿,2.08亿,13.9,43.95亿,3.28亿,20.22,57.31亿,5.10亿,26.1
422,600466,蓝光发展,176亿,8.05亿,10.51,213亿,8.96亿,9.86,246亿,13.66亿,12.81
423,600390,五矿资本,157亿,16.96亿,11.64,116亿,15.57亿,10.52,134亿,24.77亿,8.54
424,600217,中再资环,16.07亿,1.75亿,21.52,14.61亿,1.40亿,14.57,23.38亿,2.18亿,15.06
425,300599,雄塑科技,11.57亿,9868万,17.34,12.65亿,1.00亿,15.7,15.37亿,1.34亿,11.56
426,300585,奥联电子,2.67亿,3954万,21.91,3.26亿,5110万,23.41,3.95亿,5885万,13.55
427,300576,容大感光,2.77亿,3330万,15.72,3.14亿,3416万,14.8,3.63亿,3685万,9.38
428,603032,德新交运,3.28亿,4302万,20.07,2.56亿,5076万,21.53,1.97亿,2710万,13.29
429,300571,平治信息,1.68亿,2578万,20.84,4.69亿,4843万,33.43,9.10亿,9703万,33.11
430,603881,数据港,3.38亿,7214万,23.95,4.06亿,7823万,20.78,5.20亿,1.15亿,14.18
431,603228,景旺电子,26.77亿,4.22亿,36.46,32.83亿,5.37亿,34.39,41.92亿,6.60亿,21.5
432,603086,先达股份,8.04亿,9874万,16.75,8.66亿,9823万,14.48,11.19亿,1.10亿,11.82
433,002845,同兴达,20.19亿,7034万,21.2,28.01亿,9765万,23.49,36.64亿,1.49亿,17.52
434,002842,翔鹭钨业,7.29亿,5215万,13.45,7.15亿,5711万,13.12,9.76亿,6888万,9.53
435,603708,家家悦,105亿,2.47亿,25.39,108亿,2.51亿,23.16,113亿,3.11亿,13.07
436,300439,美康生物,6.83亿,1.61亿,16.63,10.55亿,1.77亿,13.04,18.05亿,2.14亿,13.84
437,300488,恒锋工具,1.84亿,6802万,14.62,2.09亿,7464万,11.75,3.24亿,9605万,11.81
438,300509,新美星,4.48亿,4951万,17.22,4.54亿,5959万,12.26,5.00亿,5929万,10.04
439,300549,优德精密,3.09亿,4401万,24.5,3.64亿,5200万,21.04,4.61亿,7571万,16.18
440,300468,四方精创,3.00亿,5064万,8.7,3.67亿,7563万,9.37,5.08亿,8816万,9.82
441,603266,天龙股份,7.03亿,6724万,21.18,8.06亿,8106万,20.7,8.57亿,7848万,10.45
442,300485,赛升药业,6.07亿,2.09亿,16.75,6.16亿,2.58亿,13.04,7.50亿,2.82亿,12.79
443,300506,名家汇,2.48亿,4971万,19.89,4.16亿,1.01亿,20.53,6.82亿,1.74亿,26.06
444,002832,比音勒芬,7.54亿,1.23亿,26.46,8.42亿,1.33亿,22.35,10.54亿,1.80亿,13.24
445,300526,中潜股份,3.71亿,4225万,17.14,3.71亿,3567万,9.77,3.85亿,4344万,8.55
446,300432,富临精工,8.59亿,1.74亿,23.33,11.72亿,2.29亿,23.73,23.28亿,3.71亿,10.36
447,300429,强力新材,3.34亿,8651万,17.29,4.40亿,1.16亿,15.27,6.40亿,1.27亿,12.52
448,300445,康斯特,1.63亿,4267万,14.27,1.76亿,4408万,11.32,2.03亿,5301万,12.11
449,300417,南华仪器,1.69亿,3228万,9.72,1.75亿,3512万,9.16,1.86亿,3724万,8.9
450,300438,鹏辉能源,8.79亿,8729万,12.61,12.71亿,1.39亿,15.64,20.98亿,2.51亿,14.73
451,300527,中国应急,17.21亿,1.36亿,15.55,19.60亿,1.55亿,14.86,22.04亿,1.93亿,10.25
452,603168,莎普爱思,9.22亿,1.76亿,21.38,9.79亿,2.76亿,27.63,9.39亿,1.46亿,9.04
453,300355,蒙草生态,17.68亿,1.59亿,10.29,28.61亿,3.39亿,14.16,55.79亿,8.44亿,26.29
454,300357,我武生物,2.67亿,1.18亿,21.98,3.12亿,1.29亿,21.02,3.86亿,1.86亿,25.55
455,002711,欧浦智网,17.68亿,1.62亿,11.5,30.88亿,2.22亿,15.48,69.22亿,2.10亿,13.17
456,300477,合纵科技,11.17亿,8750万,15.32,12.62亿,8779万,11.13,21.09亿,1.31亿,10.9
457,300382,斯莱克,3.48亿,9784万,15.56,3.88亿,1.08亿,14.47,5.49亿,1.36亿,12.98
